Volatility 3 Framework 2.27.0

PID	Process	Args
21940	Teams.exe	-
25276	Teams.exe	-
25476	Teams.exe	-
1920	Teams.exe	-
7016	Teams.exe	-
23760	Teams.exe	-
26648	Teams.exe	-
18948	Teams.exe	-
26076	Teams.exe	-
3596	Teams.exe	-
18240	Teams.exe	-
22392	Teams.exe	-
22736	Teams.exe	-
19816	Teams.exe	-
26592	Teams.exe	-
18488	Teams.exe	-
9368	Teams.exe	-
26840	Teams.exe	-
15672	Teams.exe	-
26784	Teams.exe	-
22336	Teams.exe	-
18200	Teams.exe	-
18952	Teams.exe	-
27668	Teams.exe	-
26968	Teams.exe	-
25928	Teams.exe	-
18356	Teams.exe	-
3492	Teams.exe	-
6324	Teams.exe	-
23448	Teams.exe	-
22380	Teams.exe	-
23724	Teams.exe	-
14380	Teams.exe	-
26940	Teams.exe	-
18612	Teams.exe	-
15532	Teams.exe	-
27744	Teams.exe	-
21320	Teams.exe	-
28432	Teams.exe	-
23060	Teams.exe	-
27480	Teams.exe	-
23000	Teams.exe	-
15712	Teams.exe	-
3124	Teams.exe	-
25824	Teams.exe	-
23480	Teams.exe	-
25128	Teams.exe	-
12972	Teams.exe	-
22376	Teams.exe	-
20124	Teams.exe	-
25588	Teams.exe	-
10356	Teams.exe	-
28316	Teams.exe	-
11312	Teams.exe	-
28556	Teams.exe	-
26692	Teams.exe	-
26264	Teams.exe	-
14788	Teams.exe	-
12272	Teams.exe	-
23276	Teams.exe	-
15488	Teams.exe	-
27512	Teams.exe	-
25632	Teams.exe	-
5232	Teams.exe	-
8780	Teams.exe	-
10692	Teams.exe	-
27748	Teams.exe	-
14984	Teams.exe	-
25936	Teams.exe	-
11328	Teams.exe	-
8200	Teams.exe	-
19788	Teams.exe	-
23092	Teams.exe	-
22888	Teams.exe	-
6628	Teams.exe	-
27956	Teams.exe	-
22056	Teams.exe	-
21964	Teams.exe	-
27008	Teams.exe	-
16420	HxTsr.exe	-
22972	Teams.exe	-
27372	svchost.exe	C:\WINDOWS\system32\svchost.exe -k SDRSVC
19436	SearchApp.exe	"C:\Windows\SystemApps\Microsoft.Windows.Search_cw5n1h2txyewy\SearchApp.exe" -ServerName:CortanaUI.AppX8z9r6jm96hw4bsbneegw0kyxx296wr9t.mca
28552	Teams.exe	-
9644	HxTsr.exe	-
25152	HxTsr.exe	-
23820	Teams.exe	-
23068	Teams.exe	-
23024	Teams.exe	-
8036	taskhostw.exe	taskhostw.exe
24528	Teams.exe	-
15604	HxTsr.exe	-
25304	Teams.exe	-
9424	Teams.exe	-
11392	chrome.exe	-
17924	chrome.exe	-
28580	Teams.exe	-
14832	GoogleDriveFS.	"C:\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe" --crash_handler_token=\\.\pipe\crashpad_12020_JSJRCCGWLNXYEBEN --parent_version=43.0.8.0 
25616	GoogleDriveFS.	"C:\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe" --type=gpu-process --field-trial-handle=1616,16833494501051812412,13106093256023612616,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --no-sandbox --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --lang=en-US --gpu-preferences=MAAAAAAAAADgACAwAAAAAAAAAAAAAAAAAABgAAAAAAAQAAAAAAAAAAAAAAAAAAAAKAAAAAQAAAAgAAAAAAAAACgAAAAAAAAAMAAAAAAAAAA4AAAAAAAAABAAAAAAAAAAAAAAAAUAAAAQAAAAAAAAAAAAAAAGAAAAEAAAAAAAAAABAAAABQAAABAAAAAAAAAAAQAAAAYAAAA= --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --mojo-platform-channel-handle=1624 /prefetch:2
16304	GoogleDriveFS.	"C:\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe" --type=utility --field-trial-handle=1616,16833494501051812412,13106093256023612616,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=en-US --service-sandbox-type=network --no-sandbox --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --lang=en-US --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --mojo-platform-channel-handle=2060 /prefetch:8
19544	GoogleDriveFS.	"C:\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe" --type=renderer --no-sandbox --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --field-trial-handle=1616,16833494501051812412,13106093256023612616,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=en-US --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --device-scale-factor=2 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=5 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1664 /prefetch:1
10980	GoogleDriveFS.	"C:\Program Files\Google\Drive File Stream\43.0.8.0\GoogleDriveFS.exe" --type=renderer --no-sandbox --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --field-trial-handle=1616,16833494501051812412,13106093256023612616,131072 --enable-features=CastMediaRouteProvider --disable-features=OutOfBlinkCors --lang=en-US --log-file="C:\Users\fredr\AppData\Local\Google\DriveFS\Logs\chrome_debug.log" --device-scale-factor=2 --num-raster-threads=2 --enable-main-frame-before-activation --renderer-client-id=4 --no-v8-untrusted-code-mitigations --mojo-platform-channel-handle=1660 /prefetch:1
15884	chrome.exe	-
18420	chrome.exe	-
27760	chrome.exe	-
6404	chrome.exe	-
16824	TabTip.exe	-
17848	Teams.exe	-
26280	chrome.exe	-
2668	chrome.exe	-
6416	OfficeClickToR	"C:\Program Files\Common Files\Microsoft Shared\ClickToRun\OfficeClickToRun.exe" /service
25120	dllhost.exe	C:\WINDOWS\system32\DllHost.exe /Processid:{3EB3C877-1F16-487C-9050-104DBCD66683}
16216	AppVShNotify.e	"C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe"
11968	SearchIndexer.	C:\WINDOWS\system32\SearchIndexer.exe /Embedding
5724	Teams.exe	-
3584	Teams.exe	-
21408	Teams.exe	-
12032	Teams.exe	-
14304	Teams.exe	-
7388	Teams.exe	-
27412	Teams.exe	-
28076	Teams.exe	-
7516	Teams.exe	-
10304	Teams.exe	-
28116	Teams.exe	-
26040	Teams.exe	-
16772	Teams.exe	-
24924	Teams.exe	-
28568	Teams.exe	-
28204	Teams.exe	-
23808	Teams.exe	-
14184	Teams.exe	-
27820	Teams.exe	-
1172	Teams.exe	-
22916	Teams.exe	-
13252	Teams.exe	-
18800	Teams.exe	-
22084	Teams.exe	-
23704	Teams.exe	-
1952	Teams.exe	-
20864	Teams.exe	-
25524	Teams.exe	-
25144	Teams.exe	-
24224	Teams.exe	-
23440	Teams.exe	-
9120	Teams.exe	-
17220	Teams.exe	-
8920	Teams.exe	-
9588	Teams.exe	-
28128	Teams.exe	-
10264	Teams.exe	-
24596	Teams.exe	-
27792	Teams.exe	-
23072	Teams.exe	-
3148	Teams.exe	-
27600	Teams.exe	-
20700	Teams.exe	-
25908	Teams.exe	-
21888	Teams.exe	-
16112	Teams.exe	-
24520	Teams.exe	-
26720	Teams.exe	-
23484	Teams.exe	-
11432	Teams.exe	-
28228	Teams.exe	-
27808	Teams.exe	-
18560	Teams.exe	-
1140	Teams.exe	-
28324	Teams.exe	-
14784	Teams.exe	-
26512	Teams.exe	-
22504	Teams.exe	-
1824	Teams.exe	-
4536	Teams.exe	-
23464	Teams.exe	-
23468	Teams.exe	-
24912	Teams.exe	-
14616	Teams.exe	-
27620	Teams.exe	-
28656	Teams.exe	-
6656	Teams.exe	-
23528	Teams.exe	-
11380	Teams.exe	-
28260	Teams.exe	-
25560	Teams.exe	-
18752	Teams.exe	-
28124	Teams.exe	-
28664	Teams.exe	-
26068	Teams.exe	-
25764	Teams.exe	-
13380	Teams.exe	-
22968	Teams.exe	-
15276	Teams.exe	-
26892	Teams.exe	-
18316	Teams.exe	-
4072	Teams.exe	-
18568	Teams.exe	-
9916	Teams.exe	-
5848	Teams.exe	-
5068	Teams.exe	-
14176	Teams.exe	-
19920	Teams.exe	-
6440	Teams.exe	-
5176	Teams.exe	-
26608	Teams.exe	-
14488	Teams.exe	-
2384	Teams.exe	-
16176	Teams.exe	-
22168	Teams.exe	-
23920	Teams.exe	-
1576	Teams.exe	-
9908	Teams.exe	-
16292	Teams.exe	-
15792	Teams.exe	-
22224	Teams.exe	-
16828	Teams.exe	-
26724	Teams.exe	-
6244	Teams.exe	-
18664	Teams.exe	-
9184	Teams.exe	-
28412	Teams.exe	-
27156	Teams.exe	-
8984	Teams.exe	-
6248	Teams.exe	-
10180	Teams.exe	-
15676	Teams.exe	-
16336	Teams.exe	-
28468	Teams.exe	-
15584	Teams.exe	-
1756	Teams.exe	-
5228	Teams.exe	-
18348	Teams.exe	-
16644	Teams.exe	-
22764	Teams.exe	-
9324	Teams.exe	-
10248	Teams.exe	-
25512	Teams.exe	-
19452	Teams.exe	-
27400	Teams.exe	-
13468	Teams.exe	-
18412	Teams.exe	-
10464	Teams.exe	-
12344	Teams.exe	-
9900	Teams.exe	-
18880	Teams.exe	-
18760	Teams.exe	-
27688	Teams.exe	-
24132	Teams.exe	-
20672	Teams.exe	-
25064	Teams.exe	-
3372	Teams.exe	-
12292	Teams.exe	-
12576	Teams.exe	-
27812	Teams.exe	-
16724	Teams.exe	-
14572	Teams.exe	-
25012	Teams.exe	-
15708	Teams.exe	-
22044	Teams.exe	-
17716	Teams.exe	-
22256	Teams.exe	-
21188	Teams.exe	-
27308	Teams.exe	-
16456	Teams.exe	-
26416	Teams.exe	-
388	Teams.exe	-
1656	Teams.exe	-
2888	Teams.exe	-
22960	Teams.exe	-
26336	Teams.exe	-
14116	Teams.exe	-
18052	Teams.exe	-
18116	Teams.exe	-
25652	Teams.exe	-
17004	Teams.exe	-
1872	Teams.exe	-
676	Teams.exe	-
6060	Teams.exe	-
9052	Teams.exe	-
14584	Teams.exe	-
25668	Teams.exe	-
27184	Teams.exe	-
25516	Teams.exe	-
27128	Teams.exe	-
25676	Teams.exe	-
19412	Teams.exe	-
15860	Teams.exe	-
25024	Teams.exe	-
2932	Teams.exe	-
25156	Teams.exe	-
9360	Teams.exe	-
21212	Teams.exe	-
22420	Teams.exe	-
17412	Teams.exe	-
28572	Teams.exe	-
2344	Teams.exe	-
19668	Teams.exe	-
28520	Teams.exe	-
26292	Teams.exe	-
17524	Teams.exe	-
28196	Teams.exe	-
25980	Teams.exe	-
13844	Teams.exe	-
27064	Teams.exe	-
26976	Teams.exe	-
22580	Teams.exe	-
26316	Teams.exe	-
18088	Teams.exe	-
2516	Teams.exe	-
448	Teams.exe	-
20008	Teams.exe	-
12592	Teams.exe	-
19328	Teams.exe	-
10388	Teams.exe	-
24876	Teams.exe	-
16596	Teams.exe	-
25548	Teams.exe	-
11876	Teams.exe	-
916	Teams.exe	-
12416	Teams.exe	-
26556	Teams.exe	-
25376	Teams.exe	-
22136	Teams.exe	-
16000	Teams.exe	-
4200	Teams.exe	-
13880	Teams.exe	-
5772	Teams.exe	-
9540	Teams.exe	-
1472	Teams.exe	-
4912	Teams.exe	-
27200	Teams.exe	-
9472	Teams.exe	-
4256	Teams.exe	-
12684	Teams.exe	-
23412	Teams.exe	-
24548	Teams.exe	-
22276	Teams.exe	-
7476	Teams.exe	-
21928	Teams.exe	-
8628	Teams.exe	-
15728	Teams.exe	-
27716	Teams.exe	-
9960	Teams.exe	-
21312	Teams.exe	-
9168	Teams.exe	-
3308	Teams.exe	-
24560	Teams.exe	-
27036	Teams.exe	-
24000	Teams.exe	-
15844	Teams.exe	-
14432	Teams.exe	-
17476	Teams.exe	-
9628	Teams.exe	-
11584	Teams.exe	-
28188	Teams.exe	-
3196	Teams.exe	-
19240	Teams.exe	-
18688	Teams.exe	-
18700	Teams.exe	-
1080	Teams.exe	-
17488	Teams.exe	-
14688	Teams.exe	-
18984	Teams.exe	-
9272	Teams.exe	-
22324	Teams.exe	-
3448	Teams.exe	-
18660	Teams.exe	-
16872	Teams.exe	-
23384	Teams.exe	-
16836	Teams.exe	-
7964	Teams.exe	-
9868	Teams.exe	-
9204	Teams.exe	-
28368	Teams.exe	-
23376	Teams.exe	-
9996	Teams.exe	-
25556	Teams.exe	-
14300	Teams.exe	-
9144	Teams.exe	-
23240	Teams.exe	-
25960	Teams.exe	-
26192	Teams.exe	-
15088	Teams.exe	-
24812	Teams.exe	-
23876	Teams.exe	-
12692	Teams.exe	-
6184	Teams.exe	-
3960	Teams.exe	-
21924	Teams.exe	-
27432	Teams.exe	-
24668	Teams.exe	-
28436	Teams.exe	-
4292	Teams.exe	-
19268	Teams.exe	-
25352	Teams.exe	-
23228	Teams.exe	-
3868	Teams.exe	-
24256	Teams.exe	-
3320	Teams.exe	-
7244	Teams.exe	-
23128	Teams.exe	-
10252	Teams.exe	-
8196	Teams.exe	-
21580	Teams.exe	-
25592	Teams.exe	-
24684	Teams.exe	-
22912	Teams.exe	-
24856	Teams.exe	-
28532	Teams.exe	-
9196	Teams.exe	-
19152	Teams.exe	-
21840	Teams.exe	-
25584	Teams.exe	-
23428	Teams.exe	-
16600	Teams.exe	-
14080	Teams.exe	-
27972	Teams.exe	-
25184	Teams.exe	-
28356	Teams.exe	-
16680	Teams.exe	-
27628	Teams.exe	-
17888	Teams.exe	-
6332	Teams.exe	-
14240	Teams.exe	-
17972	Teams.exe	-
19096	Teams.exe	-
20180	Teams.exe	-
7992	Teams.exe	-
28184	Teams.exe	-
25208	Teams.exe	-
16072	Teams.exe	-
25248	Teams.exe	-
3580	Teams.exe	-
15648	Teams.exe	-
10376	Teams.exe	-
22612	Teams.exe	-
24680	Teams.exe	-
22312	Teams.exe	-
17176	Teams.exe	-
5244	Teams.exe	-
28536	Teams.exe	-
21228	Teams.exe	-
16464	Teams.exe	-
18820	Teams.exe	-
7872	Teams.exe	-
1308	Teams.exe	-
16996	Teams.exe	-
26844	Teams.exe	-
18628	Teams.exe	-
22984	Teams.exe	-
4708	Teams.exe	-
27348	Teams.exe	-
25044	Teams.exe	-
27352	Teams.exe	-
18324	Teams.exe	-
23676	Teams.exe	-
28148	Teams.exe	-
5836	Teams.exe	-
8468	Teams.exe	-
22476	Teams.exe	-
23280	Teams.exe	-
16056	Teams.exe	-
19756	Teams.exe	-
10924	Teams.exe	-
26748	Teams.exe	-
24744	Teams.exe	-
24200	Teams.exe	-
9460	Teams.exe	-
15716	Teams.exe	-
21608	Teams.exe	-
21140	Teams.exe	-
24752	Teams.exe	-
2916	Teams.exe	-
19156	Teams.exe	-
2664	Teams.exe	-
26804	Teams.exe	-
20404	Teams.exe	-
17696	Teams.exe	-
15476	Teams.exe	-
27672	Teams.exe	-
22280	HxTsr.exe	-
6012	Teams.exe	-
27984	Teams.exe	-
20568	Teams.exe	-
28084	Teams.exe	-
7736	Teams.exe	-
15124	Teams.exe	-
21168	Teams.exe	-
25656	Teams.exe	-
14100	Teams.exe	-
2280	Teams.exe	-
2944	Teams.exe	-
27604	Teams.exe	-
24844	Teams.exe	-
14364	Teams.exe	-
7824	Teams.exe	-
2284	Teams.exe	-
22652	Teams.exe	-
12780	Teams.exe	-
20348	Teams.exe	-
17932	Teams.exe	-
28548	Teams.exe	-
27288	Teams.exe	-
16264	Teams.exe	-
18920	Teams.exe	-
24492	Teams.exe	-
26992	Teams.exe	-
17824	Teams.exe	-
16700	Teams.exe	-
13620	Teams.exe	-
16528	Teams.exe	-
21564	Teams.exe	-
11916	Teams.exe	-
27572	Teams.exe	-
26708	Teams.exe	-
21592	Teams.exe	-
14136	Teams.exe	-
4496	Teams.exe	-
10772	Teams.exe	-
17032	Teams.exe	-
4352	Teams.exe	-
12676	Teams.exe	-
17368	Teams.exe	-
19168	Teams.exe	-
16572	Teams.exe	-
1148	Teams.exe	-
4280	Teams.exe	-
28052	Teams.exe	-
15516	Teams.exe	-
22592	Teams.exe	-
16268	Teams.exe	-
12144	Teams.exe	-
9600	Teams.exe	-
26340	Teams.exe	-
21724	Teams.exe	-
28212	Teams.exe	-
18556	Teams.exe	-
26744	Teams.exe	-
5560	Teams.exe	-
13368	Teams.exe	-
26172	Teams.exe	-
26900	Teams.exe	-
23604	Teams.exe	-
16980	Teams.exe	-
13876	Teams.exe	-
27840	Teams.exe	-
27828	Teams.exe	-
1928	Teams.exe	-
8816	Teams.exe	-
27068	Teams.exe	-
26812	Teams.exe	-
6500	Teams.exe	-
13592	Teams.exe	-
25356	Teams.exe	-
13820	Teams.exe	-
10456	Teams.exe	-
22188	Teams.exe	-
22320	Teams.exe	-
26312	Teams.exe	-
27980	Teams.exe	-
2180	Teams.exe	-
24612	Teams.exe	-
2816	Teams.exe	-
25848	Teams.exe	-
28640	Teams.exe	-
15012	Teams.exe	-
2900	Teams.exe	-
1816	Teams.exe	-
22896	Teams.exe	-
26064	Teams.exe	-
24900	Teams.exe	-
25620	Teams.exe	-
10104	Teams.exe	-
1364	Teams.exe	-
13948	Teams.exe	-
2828	Teams.exe	-
19340	Teams.exe	-
24896	Teams.exe	-
27360	Teams.exe	-
18976	Teams.exe	-
26660	Teams.exe	-
16044	Teams.exe	-
5708	Teams.exe	-
12492	Teams.exe	-
10316	Teams.exe	-
27160	Teams.exe	-
28060	Teams.exe	-
25712	Teams.exe	-
17920	Teams.exe	-
14828	Teams.exe	-
15416	Teams.exe	-
18676	HxTsr.exe	-
5888	Teams.exe	-
1556	Teams.exe	-
9152	Teams.exe	-
22480	Teams.exe	-
25300	Teams.exe	-
22784	Teams.exe	-
28016	Teams.exe	-
14220	Teams.exe	-
21632	Teams.exe	-
19792	Teams.exe	-
25428	Teams.exe	-
8516	Teams.exe	-
12096	Teams.exe	-
28284	Teams.exe	-
17928	Teams.exe	-
23800	Teams.exe	-
14612	Teams.exe	-
24616	Teams.exe	-
21544	Teams.exe	-
4188	Teams.exe	-
20192	Teams.exe	-
9048	Teams.exe	-
25192	Teams.exe	-
10452	Teams.exe	-
24176	Teams.exe	-
16024	Teams.exe	-
9332	Teams.exe	-
20112	Teams.exe	-
22488	Teams.exe	-
5508	Teams.exe	-
20732	Teams.exe	-
8888	Teams.exe	-
21680	Teams.exe	-
16252	Teams.exe	-
5240	Teams.exe	-
6444	Teams.exe	-
22604	Teams.exe	-
19836	Teams.exe	-
16592	Teams.exe	-
15876	Teams.exe	-
11208	Teams.exe	-
28232	Teams.exe	-
8352	Teams.exe	-
14800	Teams.exe	-
15948	Teams.exe	-
23456	Teams.exe	-
23188	Teams.exe	-
19388	Teams.exe	-
13400	Teams.exe	-
25964	Teams.exe	-
23344	Teams.exe	-
15136	Teams.exe	-
20436	Teams.exe	-
21288	Teams.exe	-
24156	Teams.exe	-
28176	Teams.exe	-
14576	Teams.exe	-
25660	Teams.exe	-
17748	Teams.exe	-
21424	Teams.exe	-
5424	Teams.exe	-
21892	Teams.exe	-
4128	Teams.exe	-
16208	Teams.exe	-
13028	Teams.exe	-
22748	Teams.exe	-
11232	Teams.exe	-
27804	Teams.exe	-
14540	Teams.exe	-
17448	Teams.exe	-
19700	Teams.exe	-
15980	Teams.exe	-
28296	Teams.exe	-
21768	Teams.exe	-
6756	Teams.exe	-
16052	Teams.exe	-
7480	Teams.exe	-
1048	Teams.exe	-
6760	Teams.exe	-
6032	Teams.exe	-
28464	Teams.exe	-
25160	Teams.exe	-
18940	Teams.exe	-
27460	Teams.exe	-
7768	Teams.exe	-
9240	Teams.exe	-
5136	Teams.exe	-
27632	Teams.exe	-
21432	Microsoft.Phot	"C:\Program Files\WindowsApps\Microsoft.Windows.Photos_2020.20090.1002.0_x64__8wekyb3d8bbwe\Microsoft.Photos.exe" -ServerName:App.AppXzst44mncqdg84v7sv6p7yznqwssy6f7f.mca
24488	Teams.exe	-
22660	Teams.exe	-
2272	Teams.exe	-
14600	Teams.exe	-
11504	Teams.exe	-
20624	Teams.exe	-
14504	Teams.exe	-
27376	Teams.exe	-
9768	Teams.exe	-
9924	Teams.exe	-
23260	Teams.exe	-
16312	Teams.exe	-
26476	YourPhone.exe	"C:\Program Files\WindowsApps\Microsoft.YourPhone_1.20101.99.0_x64__8wekyb3d8bbwe\YourPhone.exe" -ServerName:App.AppX9yct9q388jvt4h7y0gn06smzkxcsnt8m.mca
23924	RuntimeBroker.	C:\Windows\System32\RuntimeBroker.exe -Embedding
2852	Teams.exe	-
8272	Teams.exe	-
6764	Teams.exe	-
9904	Teams.exe	-
16816	Teams.exe	-
25508	RuntimeBroker.	C:\Windows\System32\RuntimeBroker.exe -Embedding
24552	Teams.exe	-
24320	Teams.exe	-
24800	Teams.exe	-
25968	Teams.exe	-
22936	Teams.exe	-
25576	Teams.exe	-
22520	Teams.exe	-
20964	Teams.exe	-
10936	Teams.exe	-
23140	Teams.exe	-
24164	Teams.exe	-
26828	Teams.exe	-
11164	Teams.exe	-
13056	Teams.exe	-
17604	Teams.exe	-
16620	Teams.exe	-
27772	Teams.exe	-
27908	Teams.exe	-
5716	Teams.exe	-
25896	Teams.exe	-
10684	Teams.exe	-
18016	Teams.exe	-
17504	Teams.exe	-
13336	Teams.exe	-
17340	Teams.exe	-
18888	Teams.exe	-
13968	Teams.exe	-
15444	Teams.exe	-
6108	Teams.exe	-
23212	Teams.exe	-
7048	Teams.exe	-
22620	Teams.exe	-
26600	Teams.exe	-
26928	Teams.exe	-
24296	Teams.exe	-
17328	Teams.exe	-
27608	Teams.exe	-
10916	Teams.exe	-
7040	Teams.exe	-
9564	Teams.exe	-
14092	Teams.exe	-
12776	Teams.exe	-
15336	Teams.exe	-
12132	Teams.exe	-
23216	Teams.exe	-
15184	Teams.exe	-
28020	Teams.exe	-
9044	Teams.exe	-
11612	Teams.exe	-
5876	Teams.exe	-
15120	Teams.exe	-
10608	Teams.exe	-
15916	Teams.exe	-
15744	Teams.exe	-
10160	Teams.exe	-
26864	Teams.exe	-
27364	Teams.exe	-
27032	Teams.exe	-
27476	Teams.exe	-
8968	Teams.exe	-
9244	Teams.exe	-
24060	Teams.exe	-
4920	Teams.exe	-
28244	Teams.exe	-
28152	Teams.exe	-
28268	Teams.exe	-
22252	Teams.exe	-
26400	Teams.exe	-
24676	Teams.exe	-
25324	Teams.exe	-
15132	Teams.exe	-
24424	Teams.exe	-
1972	Teams.exe	-
15280	Teams.exe	-
10168	Teams.exe	-
5392	Teams.exe	-
28028	Teams.exe	-
8996	Teams.exe	-
26196	Teams.exe	-
10756	Teams.exe	-
24768	Teams.exe	-
23972	Teams.exe	-
16844	Teams.exe	-
22964	Teams.exe	-
23076	Teams.exe	-
26164	Teams.exe	-
20656	Teams.exe	-
27112	Teams.exe	-
4056	Teams.exe	-
16992	Teams.exe	-
25132	Teams.exe	-
26396	Teams.exe	-
25168	Teams.exe	-
26524	Teams.exe	-
25340	Teams.exe	-
25856	Teams.exe	-
13044	Teams.exe	-
24396	Teams.exe	-
15656	Teams.exe	-
28620	Teams.exe	-
19532	Teams.exe	-
18148	Teams.exe	-
12604	Teams.exe	-
16472	Teams.exe	-
26492	Teams.exe	-
24636	Teams.exe	-
18536	Teams.exe	-
16240	Teams.exe	-
9740	Teams.exe	-
17636	Teams.exe	-
6340	Teams.exe	-
22552	Teams.exe	-
28560	Teams.exe	-
27740	iCloudIE.exe	"iCloudIE-AppX.exe"
26876	Teams.exe	-
21172	Teams.exe	-
10968	Teams.exe	-
20504	Teams.exe	-
21028	Teams.exe	-
11920	Teams.exe	-
24328	Teams.exe	-
27900	Teams.exe	-
26420	Teams.exe	-
27396	Teams.exe	-
18764	Teams.exe	-
28104	Teams.exe	-
19252	Teams.exe	-
28628	Teams.exe	-
22940	Teams.exe	-
20652	HxTsr.exe	-
6384	Teams.exe	-
16604	Teams.exe	-
26352	Teams.exe	-
7424	Teams.exe	-
19092	Teams.exe	-
26544	Teams.exe	-
21368	Teams.exe	-
14704	Teams.exe	-
12036	Teams.exe	-
21524	Teams.exe	-
20244	Teams.exe	-
16204	Teams.exe	-
24700	Teams.exe	-
22840	Teams.exe	-
15508	Teams.exe	-
15140	Teams.exe	-
15944	Teams.exe	-
18132	Teams.exe	-
8828	Teams.exe	-
8040	Teams.exe	-
23644	Teams.exe	-
12656	Teams.exe	-
4840	Teams.exe	-
21016	Teams.exe	-
8952	Teams.exe	-
23616	Teams.exe	-
21000	Teams.exe	-
6380	Teams.exe	-
3768	Teams.exe	-
21124	Teams.exe	-
17560	Teams.exe	-
19112	svchost.exe	C:\WINDOWS\system32\svchost.exe -k wsappx -p -s AppXSvc
6688	WmiPrvSE.exe	C:\WINDOWS\system32\wbem\wmiprvse.exe
14152	WUDFHost.exe	"C:\Windows\System32\WUDFHost.exe" -HostGUID:{193a1820-d9ac-4997-8c55-be817523f6aa} -IoEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-289adcb1-6fe5-4b48-bd4d-08777806a9c5 -SystemEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-4b6d6c1e-91a3-4bfc-ae02-c1f25b047507 -IoCancelEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-4418831c-257d-4f01-bc45-af581fa59a33 -NonStateChangingEventPortName:\UMDFCommunicationPorts\WUDF\HostProcess-1110fa00-ea1f-4a90-8da8-0f1d0bc75d50 -LifetimeId:e02e4799-e237-4a4c-9f63-3252cafc7034 -DeviceGroupId:WpdFsGroup -HostArg:0
19284	svchost.exe	C:\WINDOWS\system32\svchost.exe -k netsvcs -p -s wuauserv
17316	svchost.exe	-
28864	svchost.exe	-
29484	svchost.exe	C:\WINDOWS\System32\svchost.exe -k netsvcs -p -s BITS
29664	SearchProtocol	-
29900	svchost.exe	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s WdiSystemHost
30012	WinStore.App.e	"C:\Program Files\WindowsApps\Microsoft.WindowsStore_12011.1001.1.0_x64__8wekyb3d8bbwe\WinStore.App.exe" -ServerName:App.AppXc75wvwned5vhz4xyxxecvgdjhdkgsdza.mca
30124	RuntimeBroker.	C:\Windows\System32\RuntimeBroker.exe -Embedding
30216	svchost.exe	-
19348	smartscreen.ex	-
29440	MRC.exe	"D:\Tools\MRC.exe" 
21836	RuntimeBroker.	-
30328	SearchFilterHo	-
