Volatility 3 Framework 2.27.0

Offset	Order	PID	Start	State	Type	Name	Display	Binary	Binary (Registry)	Dll
0x1a892c77100	504	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	TapiSrv	Telephony	N/A	%SystemRoot%\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\tapisrv.dll
0x1a892c61260	346	1264	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	nsi	Network Store Interface Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%systemroot%\system32\svchost.exe -k LocalService -p	%systemroot%\system32\nsisvc.dll
0x1a892c61270	345	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	npsvctrig	Named pipe service trigger provider	\Driver\npsvctrig	\SystemRoot\System32\drivers\npsvctrig.sys	-
0x1a892c5d3e0	344	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	Npfs	Npfs	\FileSystem\Npfs	-	-
0x1a892c5d180	343	2844	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	NlaSvc	Network Location Awareness	-	%SystemRoot%\System32\svchost.exe -k NetworkService -p	%SystemRoot%\System32\nlasvc.dll
0x1a892c8da00	606	1496	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS	Wcmsvc	Windows Connection Manager	C:\WINDOWS\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalServiceNetworkRestricted -p	%SystemRoot%\System32\wcmsvc.dll
0x1a892c8da10	605	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	wcifs	Windows Container Isolation	\FileSystem\wcifs	\SystemRoot\system32\drivers\wcifs.sys	-
0x1a892c3b950	126	1624	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	DisplayEnhancementService	Display Enhancement Service	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\Microsoft.Graphics.Display.DisplayEnhancementService.dll
0x1a892c6cb30	438	2044	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	SensorService	Sensor Service	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\SensorService.dll
0x1a892c6cb40	437	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	SensorDataService	Sensor Data Service	N/A	%SystemRoot%\System32\SensorDataService.exe	-
0x1a892c6f4f0	436	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	Sense	Windows Defender Advanced Threat Protection Service	N/A	"%ProgramFiles%\Windows Defender Advanced Threat Protection\MsSense.exe"	-
0x1a892c6d610	470	3412	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	SSDPSRV	SSDP Discovery	C:\WINDOWS\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation -p	%SystemRoot%\System32\ssdpsrv.dll
0x1a892c6d620	469	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srvnet	srvnet	\FileSystem\srvnet	System32\DRIVERS\srvnet.sys	-
0x1a892c64d80	468	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	srv2	Server SMB 2.xxx Driver	\FileSystem\srv2	System32\DRIVERS\srv2.sys	-
0x1a892c65a90	467	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	sppsvc	Software Protection	N/A	%SystemRoot%\system32\sppsvc.exe	-
0x1a892c427d0	184	1704	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	hidserv	Human Interface Device Service	C:\WINDOWS\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\hidserv.dll
0x1a892c427e0	183	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidIr	Microsoft Infrared HID Driver	N/A	\SystemRoot\System32\drivers\hidir.sys	-
0x1a892c43180	182	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	hidinterrupt	Common Driver for HID Buttons implemented with interrupts	N/A	\SystemRoot\System32\drivers\hidinterrupt.sys	-
0x1a892c43050	181	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	hidi2c	Microsoft I2C HID Miniport Driver	\Driver\hidi2c	\SystemRoot\System32\drivers\hidi2c.sys	-
0x1a892c446e0	180	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidBth	Microsoft Bluetooth HID Miniport	N/A	\SystemRoot\System32\drivers\hidbth.sys	-
0x1a892c44e00	179	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HidBatt	HID UPS Battery Driver	N/A	\SystemRoot\System32\drivers\HidBatt.sys	-
0x1a892c44480	178	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HDAudBus	Microsoft UAA Bus Driver for High Definition Audio	N/A	\SystemRoot\System32\drivers\HDAudBus.sys	-
0x1a892c43b00	177	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	HdAudAddService	Microsoft 1.1 UAA Function Driver for High Definition Audio Service	N/A	\SystemRoot\System32\drivers\HdAudio.sys	-
0x1a892c43510	176	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	gupdatem	Google Update Service (gupdatem)	N/A	"C:\Program Files (x86)\Google\Update\GoogleUpdate.exe" /medsvc	-
0x1a892c42610	175	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	gupdate	Google Update Service (gupdate)	N/A	"C:\Program Files (x86)\Google\Update\GoogleUpdate.exe" /svc	-
0x1a892c415c0	174	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	GraphicsPerfSvc	GraphicsPerfSvc	N/A	%SystemRoot%\System32\svchost.exe -k GraphicsPerfSvcGroup	%SystemRoot%\System32\GraphicsPerfSvc.dll
0x1a892c42d50	173	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	GpuEnergyDrv	GPU Energy Driver	\Driver\GpuEnergyDrv	System32\drivers\gpuenergydrv.sys	-
0x1a892c433e0	172	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	gpsvc	Group Policy Client	N/A	%systemroot%\system32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\gpsvc.dll
0x1a892c420a0	171	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	GPIOClx0101	Microsoft GPIO Class Extension Driver	\Driver\GPIOClx0101	System32\Drivers\msgpioclx.sys	-
0x1a892c44940	170	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	googledrivefs3229	googledrivefs3229	\FileSystem\googledrivefs3229	system32\DRIVERS\googledrivefs3229.sys	-
0x1a892c445b0	169	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	GoogleChromeElevationService	Google Chrome Elevation Service (GoogleChromeElevationService)	N/A	"C:\Program Files\Google\Chrome\Application\86.0.4240.193\elevation_service.exe"	-
0x1a892c413f0	168	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	genericusbfn	Generic USB Function Class	N/A	\SystemRoot\System32\DriverStore\FileRepository\genericusbfn.inf_amd64_53931f0ae21d6d2c\genericusbfn.sys	-
0x1a892c43fc0	167	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	gencounter	Microsoft Hyper-V Generation Counter	N/A	\SystemRoot\System32\drivers\vmgencounter.sys	-
0x1a892c43c30	166	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	fvevol	BitLocker Drive Encryption Filter Driver	\Driver\fvevol	System32\DRIVERS\fvevol.sys	-
0x1a892c43e90	165	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	FsDepends	File System Dependency Minifilter	N/A	System32\drivers\FsDepends.sys	-
0x1a892c438a0	164	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	FrameServer	Windows Camera Frame Server	N/A	%SystemRoot%\System32\svchost.exe -k Camera	-
0x1a892c33cf0	51	1712	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	BDESVC	BitLocker Drive Encryption Service	C:\WINDOWS\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\bdesvc.dll
0x1a892c33d00	50	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	bcmfn2	bcmfn2 Service	N/A	\SystemRoot\System32\drivers\bcmfn2.sys	-
0x1a892c2fe90	49	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	BcastDVRUserService	GameDVR and Broadcast User Service	N/A	%SystemRoot%\system32\svchost.exe -k BcastDVRUserService	%SystemRoot%\System32\BcastDVRUserService.dll
0x1a892c1f0b0	48	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	BasicRender	BasicRender	\Driver\BasicRender	\SystemRoot\System32\DriverStore\FileRepository\basicrender.inf_amd64_49a8589f00d970d9\BasicRender.sys	-
0x1a892c2fc30	47	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	BasicDisplay	BasicDisplay	\Driver\BasicDisplay	\SystemRoot\System32\DriverStore\FileRepository\basicdisplay.inf_amd64_62ba5773ba05edee\BasicDisplay.sys	-
0x1a892c30810	46	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	bam	Background Activity Moderator Driver	\Driver\bam	system32\drivers\bam.sys	-
0x1a892c2fd60	45	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	b06bdrv	QLogic Network Adapter VBD	N/A	System32\drivers\bxvbda.sys	-
0x1a892c2f2b0	44	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	AxInstSV	ActiveX Installer (AxInstSV)	N/A	%SystemRoot%\system32\svchost.exe -k AxInstSVGroup	%SystemRoot%\System32\AxInstSV.dll
0x1a892c1eed0	43	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	autotimesvc	Cellular Time	N/A	%SystemRoot%\system32\svchost.exe -k autoTimeSvc	%SystemRoot%\System32\autotimesvc.dll
0x1a892c41780	163	2980	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	FontCache	Windows Font Cache Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\FntCache.dll
0x1a892c41790	162	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	FltMgr	FltMgr	\FileSystem\FltMgr	system32\drivers\fltmgr.sys	-
0x1a892c44350	161	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	flpydisk	Floppy Disk Driver	N/A	\SystemRoot\System32\drivers\flpydisk.sys	-
0x1a892c43640	160	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	Filetrace	Filetrace	N/A	system32\drivers\filetrace.sys	-
0x1a892c439d0	159	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	FileInfo	File Information FS MiniFilter	\FileSystem\FileInfo	System32\drivers\fileinfo.sys	-
0x1a892c43770	158	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_FILE_SYSTEM_DRIVER	FileCrypt	FileCrypt	\FileSystem\FileCrypt	system32\drivers\filecrypt.sys	-
0x1a892c378a0	157	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	fhsvc	File History Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\system32\fhsvc.dll
0x1a892c35090	82	2492	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	CertPropSvc	Certificate Propagation	C:\WINDOWS\system32\svchost.exe -k netsvcs	%SystemRoot%\system32\svchost.exe -k netsvcs	%SystemRoot%\System32\certprop.dll
0x1a892c350a0	81	N/A	SERVICE_SYSTEM_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	cdrom	CD-ROM Driver	\Driver\cdrom	\SystemRoot\System32\drivers\cdrom.sys	-
0x1a892c2f770	80	N/A	SERVICE_AUTO_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	CDPUserSvc	Connected Devices Platform User Service	N/A	%SystemRoot%\system32\svchost.exe -k UnistackSvcGroup	%SystemRoot%\System32\CDPUserSvc.dll
0x1a892c1e790	41	2956	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	AudioEndpointBuilder	Windows Audio Endpoint Builder	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\AudioEndpointBuilder.dll
0x1a892c1e7a0	40	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	atapi	IDE Channel	N/A	System32\drivers\atapi.sys	-
0x1a892c2f510	39	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	AsyncMac	RAS Asynchronous Media Driver	N/A	\SystemRoot\System32\drivers\asyncmac.sys	-
0x1a892c1d050	38	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	AssignedAccessManagerSvc	AssignedAccessManager Service	N/A	%SystemRoot%\system32\svchost.exe -k AssignedAccessManagerSvc	%SystemRoot%\System32\assignedaccessmanagersvc.dll
0x1a892c1e530	37	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	arcsas	Adaptec SAS/SATA-II RAID Storport's Miniport Driver	N/A	System32\drivers\arcsas.sys	-
0x1a892c60040	373	1776	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	PhoneSvc	Phone Service	C:\WINDOWS\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\System32\PhoneService.dll
0x1a892c60050	372	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	PerfHost	Performance Counter DLL Host	N/A	%SystemRoot%\SysWow64\perfhost.exe	-
0x1a892c619b0	371	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	percsas3i	percsas3i	N/A	System32\drivers\percsas3i.sys	-
0x1a892c63ce0	370	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	percsas2i	percsas2i	N/A	System32\drivers\percsas2i.sys	-
0x1a892c641a0	369	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	perceptionsimulation	Windows Perception Simulation Service	N/A	%systemroot%\system32\PerceptionSimulation\PerceptionSimulationService.exe	-
0x1a892c610a0	368	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	PeerDistSvc	BranchCache	N/A	%SystemRoot%\System32\svchost.exe -k PeerDist	-
0x1a892c605c0	367	N/A	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	PEAUTH	PEAUTH	\Driver\PEAUTH	system32\drivers\peauth.sys	-
0x1a892c5ecd0	366	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	pdc	pdc	\Driver\pdc	system32\drivers\pdc.sys	-
0x1a892c5eba0	365	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	pcw	Performance Counters for Windows Driver	\Driver\pcw	System32\drivers\pcw.sys	-
0x1a892c5e350	364	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	pcmcia	pcmcia	N/A	System32\drivers\pcmcia.sys	-
0x1a892c5e940	363	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	pciide	pciide	N/A	System32\drivers\pciide.sys	-
0x1a892c5d8a0	362	N/A	SERVICE_BOOT_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	pci	PCI Bus Driver	\Driver\pci	System32\drivers\pci.sys	-
0x1a892c55780	337	3132	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	netprofm	Network List Service	C:\WINDOWS\System32\svchost.exe -k LocalService -p	%SystemRoot%\System32\svchost.exe -k LocalService -p	%SystemRoot%\System32\netprofmsvc.dll
0x1a892c69600	425	2936	SERVICE_AUTO_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	Schedule	Task Scheduler	C:\WINDOWS\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\svchost.exe -k netsvcs -p	%systemroot%\system32\schedsvc.dll
0x1a892c69610	424	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	scfilter	Smart card PnP Class Filter Driver	N/A	System32\DRIVERS\scfilter.sys	-
0x1a892c63950	423	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	ScDeviceEnum	Smart Card Device Enumeration Service	N/A	%SystemRoot%\system32\svchost.exe -k LocalSystemNetworkRestricted	%SystemRoot%\System32\ScDeviceEnum.dll
0x1a892c697e0	422	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	SCardSvr	Smart Card	N/A	%SystemRoot%\system32\svchost.exe -k LocalServiceAndNoImpersonation	%SystemRoot%\System32\SCardSvr.dll
0x1a892c69270	421	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	sbp2port	SBP-2 Transport/Protocol Bus Driver	N/A	System32\drivers\sbp2port.sys	-
0x1a892c6c220	446	3108	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	SessionEnv	Remote Desktop Configuration	C:\WINDOWS\System32\svchost.exe -k netsvcs -p	%SystemRoot%\System32\svchost.exe -k netsvcs -p	-
0x1a892c6c230	445	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	sermouse	Serial Mouse Driver	N/A	\SystemRoot\System32\drivers\sermouse.sys	-
0x1a892c64b20	444	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Serial	Serial port driver	N/A	\SystemRoot\System32\drivers\serial.sys	-
0x1a892c65370	443	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Serenum	Serenum Filter Driver	N/A	\SystemRoot\System32\drivers\serenum.sys	-
0x1a892c65e20	442	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	SerCx2	Serial UART Support Library	N/A	system32\drivers\SerCx2.sys	-
0x1a892c65240	441	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	SerCx	Serial UART Support Library	N/A	system32\drivers\SerCx.sys	-
0x1a892c6f6b0	473	2000	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	StateRepository	State Repository Service	C:\WINDOWS\system32\svchost.exe -k appmodel -p	%SystemRoot%\system32\svchost.exe -k appmodel -p	-
0x1a892c800f0	542	1932	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_WIN32_OWN_PROCESS|SERVICE_WIN32_SHARE_PROCESS	UmRdpService	Remote Desktop Services UserMode Port Redirector	C:\WINDOWS\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\svchost.exe -k LocalSystemNetworkRestricted -p	%SystemRoot%\System32\umrdp.dll
0x1a892c80100	541	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	UmPass	Microsoft UMPass Driver	\Driver\UmPass	\SystemRoot\System32\drivers\umpass.sys	-
0x1a892c79700	540	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	umbus	UMBus Enumerator Driver	\Driver\umbus	\SystemRoot\System32\DriverStore\FileRepository\umbus.inf_amd64_b78a9c5b6fd62c27\umbus.sys	-
0x1a892c795d0	539	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	ufxsynopsys	USB Synopsys Controller	N/A	\SystemRoot\System32\drivers\ufxsynopsys.sys	-
0x1a892c78d80	538	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UfxChipidea	USB Chipidea Controller	N/A	\SystemRoot\System32\DriverStore\FileRepository\ufxchipidea.inf_amd64_1c78775fffab6a0a\UfxChipidea.sys	-
0x1a892c78660	537	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	Ufx01000	USB Function Class Extension	N/A	system32\drivers\ufx01000.sys	-
0x1a892c79240	536	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	UevAgentService	User Experience Virtualization Service	N/A	%systemroot%\system32\AgentService.exe	-
0x1a892c7ff30	535	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	UevAgentDriver	UevAgentDriver	N/A	\SystemRoot\system32\drivers\UevAgentDriver.sys	-
0x1a892c788c0	534	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	UEFI	Microsoft UEFI Driver	\Driver\UEFI	\SystemRoot\System32\DriverStore\FileRepository\uefi.inf_amd64_c1628ffa62c8e54c\UEFI.sys	-
0x1a892c79110	533	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	UdkUserSvc	Udk User Service	N/A	%SystemRoot%\system32\svchost.exe -k UdkSvcGroup	%SystemRoot%\System32\windowsudk.shellcommon.dll
0x1a892c814f0	532	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_FILE_SYSTEM_DRIVER	udfs	udfs	N/A	system32\DRIVERS\udfs.sys	-
0x1a892c78fe0	531	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UdeCx	USB Device Emulation Support Library	N/A	system32\drivers\udecx.sys	-
0x1a892c78eb0	530	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	Ucx01000	USB Host Support Library	\Driver\Ucx01000	system32\drivers\ucx01000.sys	-
0x1a892c794a0	529	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UcmUcsiCx0101	UCM-UCSI KMDF Class Extension	N/A	System32\Drivers\UcmUcsiCx.sys	-
0x1a892c79960	528	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UcmUcsiAcpiClient	UCM-UCSI ACPI Client	N/A	\SystemRoot\System32\drivers\UcmUcsiAcpiClient.sys	-
0x1a892c79830	527	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UcmTcpciCx0101	UCM-TCPCI KMDF Class Extension	N/A	System32\Drivers\UcmTcpciCx.sys	-
0x1a892c78b20	526	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UcmCx0101	USB Connector Manager KMDF Class Extension	N/A	System32\Drivers\UcmCx.sys	-
0x1a892c79370	525	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	UASPStor	USB Attached SCSI (UAS) Driver	N/A	\SystemRoot\System32\drivers\uaspstor.sys	-
0x1a892c76190	524	N/A	SERVICE_DISABLED	SERVICE_STOPPED	SERVICE_WIN32_SHARE_PROCESS	tzautoupdate	Auto Time Zone Updater	N/A	%SystemRoot%\system32\svchost.exe -k LocalService -p	%SystemRoot%\system32\tzautoupdate.dll
0x1a892c7e060	523	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	tunnel	Microsoft Tunnel Miniport Adapter Driver	N/A	System32\drivers\tunnel.sys	-
0x1a892c76060	522	N/A	SERVICE_DEMAND_START	SERVICE_RUNNING	SERVICE_KERNEL_DRIVER	tsusbhub	Remote Desktop USB Hub	\Driver\tsusbhub	\SystemRoot\System32\drivers\tsusbhub.sys	-
0x1a892c78530	521	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	TsUsbGD	Remote Desktop Generic USB Device	N/A	\SystemRoot\System32\drivers\TsUsbGD.sys	-
0x1a892c78400	520	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_KERNEL_DRIVER	TsUsbFlt	Remote Desktop USB Hub Class Filter Driver	N/A	system32\drivers\tsusbflt.sys	-
0x1a892c78070	519	N/A	SERVICE_DEMAND_START	SERVICE_STOPPED	SERVICE_WIN32_OWN_PROCESS	TrustedInstaller	Windows Modules Installer	N/A	%SystemRoot%\servicing\TrustedInstaller.exe	-
